PDB_COMPLEX_ID,ENTRY_ID,ASSEMBLY_ID,BOUND_MOLECULE_TYPE,TOTAL_CHAIN_COUNT
PDB-CPX-148612,3p7o,2,peptide,2
PDB-CPX-148612,3tuv,1,peptide,1
PDB-CPX-148613,3p7o,1,peptide,4
PDB-CPX-148632,5x0t,1,antibody,2
PDB-CPX-148632,5x0t,2,antibody,2
PDB-CPX-148632,7daa,1,antibody,2
PDB-CPX-148632,7xy8,1,antibody,2
PDB-CPX-148632,7xy8,2,antibody,2
PDB-CPX-148634,7dce,1,antibody,2
PDB-CPX-148634,8xej,1,antibody,2
PDB-CPX-148641,6g99,1,short RNA,1
PDB-CPX-148641,6gbm,1,short RNA,1
PDB-CPX-148658,2h8r,1,short DNA,2
PDB-CPX-148664,6t78,1,short DNA,2
PDB-CPX-148664,6t78,2,short DNA,2
PDB-CPX-148669,6x06,1,antibody,1
PDB-CPX-148670,4xmm,1,antibody,2
PDB-CPX-148671,4xmn,1,antibody,2
PDB-CPX-148696,6b67,1,peptide,1
PDB-CPX-148696,6b67,2,peptide,1
PDB-CPX-148696,6b67,3,peptide,1
PDB-CPX-148700,5mp2,1,antibody,2
PDB-CPX-148727,7zpp,1,short DNA,4
PDB-CPX-148729,4dvr,1,antibody,2
PDB-CPX-148729,4jo3,1,antibody,2
PDB-CPX-148729,4jo3,2,antibody,2
PDB-CPX-148729,4rwy,1,antibody,2
PDB-CPX-148730,1yyl,1,antibody,2
PDB-CPX-148730,1yyl,2,antibody,2
PDB-CPX-148731,1yym,1,antibody,2
PDB-CPX-148731,1yym,2,antibody,2
PDB-CPX-148732,2i60,1,antibody,2
PDB-CPX-148732,2i60,2,antibody,2
PDB-CPX-148736,4r4f,1,antibody,2
PDB-CPX-148738,3hi1,1,antibody,2
PDB-CPX-148744,2l6e,1,peptide,1
PDB-CPX-148748,3s35,1,antibody,2
PDB-CPX-148748,3s36,1,antibody,2
PDB-CPX-148748,3s37,1,antibody,2
PDB-CPX-148754,6imk,1,short DNA,3
PDB-CPX-148754,6iml,1,short DNA,3
PDB-CPX-148754,6imn,1,short DNA,2
PDB-CPX-148754,6imn,2,short DNA,2
PDB-CPX-148755,6imj,1,short DNA,2
PDB-CPX-148760,3s3h,2,peptide,1
PDB-CPX-148768,9fkn,1,antibody,1
PDB-CPX-148768,9fot,1,antibody,1
PDB-CPX-148768,9gf8,1,antibody,1
PDB-CPX-148791,9ivc,1,peptide,2
PDB-CPX-148804,5ydt,1,short RNA,1
PDB-CPX-148812,6x05,1,antibody,1
PDB-CPX-148813,6x02,1,antibody,1
PDB-CPX-148813,6x03,1,antibody,2
PDB-CPX-148814,6x04,1,antibody,6
PDB-CPX-148824,7cj2,1,antibody,2
PDB-CPX-148824,7cj2,2,antibody,2
PDB-CPX-148824,8df1,1,antibody,2
PDB-CPX-148824,8df1,2,antibody,2
PDB-CPX-148824,8df1,3,antibody,2
PDB-CPX-148824,8df1,4,antibody,2
PDB-CPX-148824,8df1,5,antibody,2
PDB-CPX-148824,8df1,6,antibody,2
PDB-CPX-148838,7m51,1,antibody,2
PDB-CPX-148838,8tzu,1,antibody,2
PDB-CPX-148838,8tzu,2,antibody,2
PDB-CPX-148838,8tzu,3,antibody,1
PDB-CPX-148840,7pnm,1,antibody,6
PDB-CPX-148840,7pnq,1,antibody,6
PDB-CPX-148840,7po5,1,antibody,6
PDB-CPX-148841,2xpj,1,short RNA,60
PDB-CPX-148860,8c9x,1,antibody,5
PDB-CPX-148860,8cau,1,antibody,5
PDB-CPX-148860,8ce4,1,antibody,5
PDB-CPX-148860,8ci1,1,antibody,5
PDB-CPX-148860,8ci2,1,antibody,3
PDB-CPX-148868,7c06,1,short RNA,1
PDB-CPX-148868,7c06,2,short RNA,1
PDB-CPX-148868,7c06,3,short RNA,1
PDB-CPX-148868,7c06,4,short RNA,1
PDB-CPX-148868,7c06,5,short RNA,1
PDB-CPX-148868,7c06,6,short RNA,1
PDB-CPX-148868,7c06,7,short RNA,1
PDB-CPX-148868,7c06,8,short RNA,1
PDB-CPX-148868,7c06,9,short RNA,1
PDB-CPX-148868,7c07,1,short RNA,1
PDB-CPX-148868,7c07,2,short RNA,1
PDB-CPX-148868,7c07,3,short RNA,1
PDB-CPX-148868,7c07,4,short RNA,1
PDB-CPX-148868,7c07,5,short RNA,1
PDB-CPX-148868,7c07,6,short RNA,1
PDB-CPX-148868,7c07,7,short RNA,1
PDB-CPX-148868,7c07,8,short RNA,1
PDB-CPX-148868,7c07,9,short RNA,1
PDB-CPX-148868,7c08,1,short RNA,1
PDB-CPX-148868,7c08,2,short RNA,1
PDB-CPX-148868,7c08,3,short RNA,1
PDB-CPX-148868,7c08,4,short RNA,1
PDB-CPX-148868,7c08,5,short RNA,1
PDB-CPX-148868,7c08,6,short RNA,1
PDB-CPX-148868,7c08,7,short RNA,1
PDB-CPX-148868,7c08,8,short RNA,1
PDB-CPX-148868,7c08,9,short RNA,1
PDB-CPX-148885,7sxo,1,peptide,1
PDB-CPX-148889,7krz,1,peptide,1
PDB-CPX-148889,7ksm,1,peptide,1
PDB-CPX-148889,7p09,1,peptide,1
PDB-CPX-148889,7p0m,1,peptide,7
PDB-CPX-148889,9cc0,1,peptide,1
PDB-CPX-148889,9cc1,1,peptide,1
PDB-CPX-148896,8b17,1,antibody,1
PDB-CPX-148896,8b17,1,peptide,1
PDB-CPX-148896,8b18,1,antibody,1
PDB-CPX-148896,8b18,1,peptide,1
PDB-CPX-148896,8b19,1,antibody,1
PDB-CPX-148896,8b19,1,peptide,1
PDB-CPX-148896,8b1a,1,antibody,1
PDB-CPX-148896,8b1a,1,peptide,1
PDB-CPX-148896,8b1b,1,antibody,1
PDB-CPX-148896,8b1b,1,peptide,1
PDB-CPX-148896,8b1c,1,antibody,1
PDB-CPX-148896,8b1c,1,peptide,1
PDB-CPX-148896,8b1d,1,antibody,1
PDB-CPX-148896,8b1d,1,peptide,1
PDB-CPX-148896,8b1e,1,antibody,1
PDB-CPX-148896,8b1e,1,peptide,1
PDB-CPX-148896,8b1f,1,antibody,1
PDB-CPX-148896,8b1f,1,peptide,1
PDB-CPX-148896,8b1g,1,antibody,1
PDB-CPX-148896,8b1g,1,peptide,1
PDB-CPX-148896,8b1h,1,antibody,1
PDB-CPX-148896,8b1h,1,peptide,1
PDB-CPX-148896,8b1i,1,antibody,1
PDB-CPX-148896,8b1i,1,peptide,1
PDB-CPX-148896,8b1j,1,antibody,1
PDB-CPX-148896,8b1j,1,peptide,1
PDB-CPX-148896,8b1k,1,antibody,1
PDB-CPX-148896,8b1k,1,peptide,1
PDB-CPX-148900,2bcd,1,peptide,1
PDB-CPX-148900,2bdx,1,peptide,1
PDB-CPX-148912,3nh7,1,antibody,2
PDB-CPX-148912,3nh7,2,antibody,2
PDB-CPX-148912,3nh7,3,antibody,2
PDB-CPX-148912,3nh7,4,antibody,2
PDB-CPX-148933,1am9,1,short DNA,4
PDB-CPX-148938,5h5q,1,peptide,1
PDB-CPX-148938,5h5r,1,peptide,1
PDB-CPX-148938,5h5s,1,peptide,1
PDB-CPX-148941,5ea0,1,antibody,2
PDB-CPX-148944,4fg6,1,antibody,2
PDB-CPX-148944,4fg6,2,antibody,2
PDB-CPX-148944,6ad7,1,antibody,2
PDB-CPX-148944,6ad7,2,antibody,2
PDB-CPX-148944,6ad8,1,antibody,2
PDB-CPX-148944,6ad8,2,antibody,2
PDB-CPX-148944,6ada,1,antibody,2
PDB-CPX-148944,6ada,2,antibody,2
PDB-CPX-148944,6adb,1,antibody,2
PDB-CPX-148944,6adb,2,antibody,2
PDB-CPX-148944,6adc,1,antibody,2
PDB-CPX-148944,6adc,2,antibody,2
PDB-CPX-148945,2fec,1,antibody,4
PDB-CPX-148945,2fed,1,antibody,4
PDB-CPX-148945,2fee,1,antibody,4
PDB-CPX-148945,2r9h,1,antibody,4
PDB-CPX-148945,4ene,1,antibody,4
PDB-CPX-148945,5hd8,1,antibody,4
PDB-CPX-148945,6k5d,1,antibody,4
PDB-CPX-148945,6k5f,1,antibody,4
PDB-CPX-148945,7cvs,1,antibody,4
PDB-CPX-148945,7cvt,1,antibody,4
PDB-CPX-148951,5ovw,1,antibody,1
PDB-CPX-148951,5ovw,2,antibody,1
PDB-CPX-148951,5ovw,3,antibody,1
PDB-CPX-148951,5ovw,4,antibody,1
PDB-CPX-148951,5ovw,5,antibody,1
PDB-CPX-148951,5ovw,6,antibody,1
PDB-CPX-148989,6dgp,1,peptide,1
PDB-CPX-148989,6dgp,2,peptide,1
PDB-CPX-148989,6fzj,1,peptide,1
PDB-CPX-148989,6fzj,2,peptide,1
PDB-CPX-149042,6y93,1,short DNA,2
PDB-CPX-149042,7ol9,1,short DNA,2
PDB-CPX-149065,4r4e,1,short DNA,2
PDB-CPX-149077,7p8q,1,short RNA,1
PDB-CPX-149077,7p9i,1,short RNA,1
PDB-CPX-149077,7p9i,2,short RNA,1
PDB-CPX-149103,1ltx,1,peptide,1
PDB-CPX-149112,4lgt,1,short RNA,1
PDB-CPX-149112,4lgt,2,short RNA,1
PDB-CPX-149124,2x6m,1,antibody,1
PDB-CPX-149124,6ct7,1,antibody,2
PDB-CPX-149124,6ct7,2,antibody,2
PDB-CPX-149124,8b9v,1,antibody,2
PDB-CPX-149124,8jjv,1,antibody,1
PDB-CPX-149124,8jly,1,antibody,1
PDB-CPX-149124,8og0,1,antibody,2
PDB-CPX-149129,8bqw,1,peptide,10
PDB-CPX-149129,9obp,1,peptide,5
PDB-CPX-149137,8a9l,1,peptide,6
PDB-CPX-149137,9je4,1,peptide,3
PDB-CPX-149138,8bqv,1,peptide,5
PDB-CPX-149139,8jex,1,peptide,6
PDB-CPX-149139,8zwj,1,short RNA,2
PDB-CPX-149139,8zwk,1,short RNA,2
PDB-CPX-149139,9e9x,1,peptide,3
PDB-CPX-149139,9ji8,1,peptide,6
PDB-CPX-149151,2d7d,1,short DNA,1
PDB-CPX-149151,2nmv,1,short DNA,1
PDB-CPX-149152,3v4r,1,short DNA,2
PDB-CPX-149166,9dvs,1,short DNA,2
PDB-CPX-149196,2mb0,1,short RNA,1
PDB-CPX-149202,5oqn,1,short DNA,2
PDB-CPX-149202,5oqo,1,short DNA,2
PDB-CPX-149202,5oqp,1,short DNA,2
PDB-CPX-149202,7q2z,1,short DNA,2
PDB-CPX-149215,4m7a,1,short RNA,1
PDB-CPX-149215,4m7a,2,short RNA,1
PDB-CPX-149215,4m7d,1,short RNA,1
PDB-CPX-149215,4m7d,2,short RNA,1
PDB-CPX-149216,4m7a,3,short RNA,2
PDB-CPX-149219,7n3y,1,short DNA,2
PDB-CPX-149219,7n3y,2,short DNA,2
PDB-CPX-149263,6z3t,1,peptide,1
PDB-CPX-149264,4cg6,1,peptide,1
PDB-CPX-149268,1t2v,1,peptide,1
PDB-CPX-149268,1t2v,2,peptide,1
PDB-CPX-149268,1t2v,3,peptide,1
PDB-CPX-149268,1t2v,4,peptide,1
PDB-CPX-149268,1t2v,5,peptide,1
PDB-CPX-149268,3k0h,1,peptide,1
PDB-CPX-149268,3k0k,1,peptide,1
PDB-CPX-149268,3k15,1,peptide,1
PDB-CPX-149268,3k16,1,peptide,1
PDB-CPX-149268,3pxe,1,peptide,1
PDB-CPX-149268,3pxe,2,peptide,1
PDB-CPX-149268,3pxe,3,peptide,1
PDB-CPX-149268,3pxe,4,peptide,1
PDB-CPX-149268,4ofb,1,peptide,1
PDB-CPX-149277,1t2v,6,peptide,2
PDB-CPX-149277,1t2v,7,peptide,2
PDB-CPX-149282,8kh4,1,antibody,1
PDB-CPX-149283,8kgk,1,antibody,1
PDB-CPX-149284,8iw1,1,antibody,2
PDB-CPX-149309,7nha,1,short RNA,2
PDB-CPX-149309,7nhc,1,short RNA,2
PDB-CPX-149309,7nhx,1,short RNA,2
PDB-CPX-149309,7ni0,1,short RNA,2
PDB-CPX-149309,7nik,1,antibody,1
PDB-CPX-149309,7nik,1,short RNA,2
PDB-CPX-149309,7nil,1,antibody,1
PDB-CPX-149309,7nil,1,short RNA,2
PDB-CPX-149309,7nir,1,antibody,1
PDB-CPX-149309,7nir,1,short RNA,2
PDB-CPX-149309,7nis,1,antibody,1
PDB-CPX-149309,7nis,1,short RNA,2
PDB-CPX-149309,7nj3,1,antibody,1
PDB-CPX-149309,7nj3,1,short RNA,2
PDB-CPX-149309,7nj4,1,antibody,1
PDB-CPX-149309,7nj4,1,short RNA,2
PDB-CPX-149309,7nj5,1,antibody,1
PDB-CPX-149309,7nj5,1,short RNA,2
PDB-CPX-149309,7nj7,1,antibody,1
PDB-CPX-149309,7nj7,1,short RNA,2
PDB-CPX-149309,7nk1,1,antibody,1
PDB-CPX-149309,7nk1,1,short RNA,2
PDB-CPX-149309,7nk2,1,antibody,1
PDB-CPX-149309,7nk2,1,short RNA,2
PDB-CPX-149322,9jub,1,antibody,2
PDB-CPX-149327,5j2u,1,peptide,2
PDB-CPX-149347,9bls,1,peptide,1
PDB-CPX-149347,9blt,1,peptide,1
PDB-CPX-149391,1mnn,1,short DNA,2
PDB-CPX-149391,2etw,1,short DNA,2
PDB-CPX-149391,2euv,1,short DNA,2
PDB-CPX-149391,2euw,1,short DNA,2
PDB-CPX-149391,2eux,1,short DNA,2
PDB-CPX-149391,2euz,1,short DNA,2
PDB-CPX-149391,2evf,1,short DNA,2
PDB-CPX-149391,2evg,1,short DNA,2
PDB-CPX-149391,2evh,1,short DNA,2
PDB-CPX-149391,2evi,1,short DNA,2
PDB-CPX-149391,2evj,1,short DNA,2
PDB-CPX-149408,4m8b,1,short DNA,2
PDB-CPX-149423,4b3g,1,short RNA,1
PDB-CPX-149423,4b3g,2,short RNA,1
PDB-CPX-149440,2l41,1,short RNA,1
PDB-CPX-149440,2xnr,1,short RNA,1
PDB-CPX-149448,5bym,1,short RNA,1
PDB-CPX-149448,5bz1,1,short RNA,1
PDB-CPX-149448,5bz5,1,short RNA,1
PDB-CPX-149448,5bzu,1,short RNA,1
PDB-CPX-149448,5bzv,1,short RNA,1
PDB-CPX-149465,1exi,1,short DNA,2
PDB-CPX-149465,1exj,1,short DNA,2
PDB-CPX-149465,1r8e,1,short DNA,2
PDB-CPX-149465,3d6y,1,short DNA,2
PDB-CPX-149465,3d6z,1,short DNA,2
PDB-CPX-149465,3d70,1,short DNA,2
PDB-CPX-149465,3d71,1,short DNA,2
PDB-CPX-149465,3q1m,1,short DNA,2
PDB-CPX-149465,3q2y,1,short DNA,2
PDB-CPX-149465,3q3d,1,short DNA,2
PDB-CPX-149465,3q5p,1,short DNA,2
PDB-CPX-149465,3q5r,1,short DNA,2
PDB-CPX-149465,3q5s,1,short DNA,2
PDB-CPX-149466,1sza,2,peptide,1
PDB-CPX-149470,3stj,5,peptide,13
PDB-CPX-149472,3stj,1,peptide,4
PDB-CPX-149472,3stj,2,peptide,3
PDB-CPX-149472,3stj,3,peptide,3
PDB-CPX-149472,3stj,4,peptide,3
PDB-CPX-149473,8w69,1,peptide,3
PDB-CPX-149476,8sql,1,peptide,1
PDB-CPX-149476,8sqm,1,peptide,1
PDB-CPX-149477,8sq0,1,peptide,2
PDB-CPX-149489,7bhy,1,short DNA,2
PDB-CPX-149489,8r7y,1,short DNA,2
PDB-CPX-149489,8r7y,2,short DNA,2
PDB-CPX-149528,4gkv,1,peptide,1
PDB-CPX-149533,1bnz,1,short DNA,2
PDB-CPX-149533,1c8c,1,short DNA,2
PDB-CPX-149534,1bbx,1,short DNA,2
PDB-CPX-149590,3q8k,1,short DNA,3
PDB-CPX-149590,3q8l,1,short DNA,3
PDB-CPX-149590,3q8m,1,short DNA,3
PDB-CPX-149590,3q8m,2,short DNA,3
PDB-CPX-149590,5k97,1,short DNA,4
PDB-CPX-149590,5kse,1,short DNA,3
PDB-CPX-149590,5um9,1,short DNA,3
PDB-CPX-149590,5zoe,1,short DNA,3
PDB-CPX-149590,5zof,1,short DNA,3
PDB-CPX-149590,5zog,1,short DNA,3
PDB-CPX-149603,5fdk,1,short DNA,4
PDB-CPX-149603,5fdk,2,short DNA,4
PDB-CPX-149620,7jnp,1,short DNA,2
PDB-CPX-149620,7ju3,1,short DNA,2
PDB-CPX-149623,2oxw,1,peptide,1
PDB-CPX-149623,2oxz,1,peptide,2
PDB-CPX-149640,6xmu,1,peptide,1
PDB-CPX-149663,8enk,1,short RNA,2
PDB-CPX-149666,6a9u,1,peptide,1
PDB-CPX-149714,1v7m,1,antibody,2
PDB-CPX-149714,1v7m,2,antibody,2
PDB-CPX-149714,1v7n,1,antibody,2
PDB-CPX-149714,1v7n,2,antibody,2
PDB-CPX-149714,1v7n,3,antibody,2
PDB-CPX-149714,1v7n,4,antibody,2
PDB-CPX-149721,7egu,1,peptide,1
PDB-CPX-149721,7ehz,1,peptide,1
PDB-CPX-149721,7ei2,1,peptide,1
PDB-CPX-149722,7wmc,1,peptide,3
PDB-CPX-149742,8ei3,1,peptide,1
PDB-CPX-149742,9bju,1,peptide,1
PDB-CPX-149742,9bju,2,peptide,1
PDB-CPX-149742,9bju,3,peptide,1
PDB-CPX-149742,9bju,4,peptide,1
PDB-CPX-149773,2why,1,peptide,1
PDB-CPX-149777,1b8i,1,short DNA,2
PDB-CPX-149777,4cyc,1,short DNA,2
PDB-CPX-149777,4uus,1,short DNA,2
PDB-CPX-149777,4uus,2,short DNA,2
PDB-CPX-149779,2ixp,1,peptide,2
PDB-CPX-149779,2ixp,2,peptide,2
PDB-CPX-149782,9efw,1,short DNA,2
PDB-CPX-149782,9efw,2,short DNA,2
PDB-CPX-149788,1pd1,1,peptide,1
PDB-CPX-149798,8pin,1,peptide,3
PDB-CPX-149798,8pis,1,peptide,4
PDB-CPX-149798,8pis,2,peptide,4
PDB-CPX-149805,6h8q,1,short DNA,2
PDB-CPX-149805,6h8q,2,short DNA,2
PDB-CPX-149823,3q5f,1,short DNA,2
PDB-CPX-149850,6qhd,1,short DNA,2
PDB-CPX-149865,7oa5,1,short DNA,4
PDB-CPX-149867,5b7j,1,short DNA,2
PDB-CPX-149882,2xqb,1,antibody,2
PDB-CPX-149888,6irq,1,short DNA,2
PDB-CPX-149888,6jdg,1,short DNA,3
PDB-CPX-149904,2hax,1,short DNA,2
PDB-CPX-149914,9cgj,1,antibody,2
PDB-CPX-149914,9cgk,1,antibody,2
PDB-CPX-149915,6pt2,1,peptide,2
PDB-CPX-149917,8dzp,1,antibody,2
PDB-CPX-149917,8feg,1,antibody,2
PDB-CPX-149917,8feg,1,peptide,1
PDB-CPX-149917,8vve,1,antibody,2
PDB-CPX-149917,8vvf,1,antibody,2
PDB-CPX-149917,8vvg,1,antibody,2
PDB-CPX-149918,8dzr,1,antibody,2
PDB-CPX-149919,6vi4,1,antibody,2
PDB-CPX-149919,9mqk,1,antibody,3
PDB-CPX-149920,8f7x,1,antibody,2
PDB-CPX-149936,4uno,1,short DNA,4
PDB-CPX-149939,7e6u,1,antibody,2
PDB-CPX-149939,7m3g,1,peptide,2
PDB-CPX-149939,9j7i,1,peptide,2
PDB-CPX-149940,9axf,1,antibody,3
PDB-CPX-149941,9ayf,1,antibody,2
PDB-CPX-149947,5h7g,1,peptide,2
PDB-CPX-149947,5h7h,1,peptide,4
PDB-CPX-149947,6tbt,1,peptide,2
PDB-CPX-149947,6tcj,1,peptide,2
PDB-CPX-149947,6tof,1,peptide,2
PDB-CPX-149947,6tog,1,peptide,2
PDB-CPX-149947,6toh,1,peptide,2
PDB-CPX-149947,6toi,1,peptide,2
PDB-CPX-149947,6tok,1,peptide,2
PDB-CPX-149947,6ton,1,peptide,2
PDB-CPX-149947,6too,1,peptide,2
PDB-CPX-149947,7gud,1,peptide,2
PDB-CPX-149947,7gue,1,peptide,2
PDB-CPX-149947,7guf,1,peptide,2
PDB-CPX-149947,7gug,1,peptide,2
PDB-CPX-149947,7guh,1,peptide,2
PDB-CPX-149947,7gui,1,peptide,2
PDB-CPX-149947,7guj,1,peptide,2
PDB-CPX-149947,7guk,1,peptide,2
PDB-CPX-149947,7gul,1,peptide,2
PDB-CPX-149947,7gum,1,peptide,2
PDB-CPX-149947,7gun,1,peptide,2
PDB-CPX-149947,7guo,1,peptide,2
PDB-CPX-149947,7gup,1,peptide,2
PDB-CPX-149947,7guq,1,peptide,2
PDB-CPX-149947,7gur,1,peptide,2
PDB-CPX-149947,7gus,1,peptide,2
PDB-CPX-149947,7gut,1,peptide,2
PDB-CPX-149947,7guu,1,peptide,2
PDB-CPX-149947,7guv,1,peptide,2
PDB-CPX-149947,7guw,1,peptide,2
PDB-CPX-149947,7gux,1,peptide,2
PDB-CPX-149947,7guy,1,peptide,2
PDB-CPX-149947,7guz,1,peptide,2
PDB-CPX-149947,7gv0,1,peptide,2
PDB-CPX-149947,7gv1,1,peptide,2
PDB-CPX-149947,7gv2,1,peptide,2
PDB-CPX-149947,7gv3,1,peptide,2
PDB-CPX-149947,7gv4,1,peptide,2
PDB-CPX-149947,7gv5,1,peptide,2
PDB-CPX-149947,7gv6,1,peptide,2
PDB-CPX-149947,7gv7,1,peptide,2
PDB-CPX-149947,7gv8,1,peptide,2
PDB-CPX-149947,7gv9,1,peptide,2
PDB-CPX-149947,7gva,1,peptide,2
PDB-CPX-149947,7gvb,1,peptide,2
PDB-CPX-149947,7gvc,1,peptide,2
PDB-CPX-149947,7gvd,1,peptide,2
PDB-CPX-149947,7gve,1,peptide,2
PDB-CPX-149947,7gvf,1,peptide,2
PDB-CPX-149947,7gvg,1,peptide,2
PDB-CPX-149947,7gvh,1,peptide,2
PDB-CPX-149947,7gvi,1,peptide,2
PDB-CPX-149947,7gvj,1,peptide,2
PDB-CPX-149947,7gvk,1,peptide,2
PDB-CPX-149947,7gvl,1,peptide,2
PDB-CPX-149947,7gvm,1,peptide,2
PDB-CPX-149947,7gvn,1,peptide,2
PDB-CPX-149947,7gvo,1,peptide,2
PDB-CPX-149947,7gvp,1,peptide,2
PDB-CPX-149947,7gvq,1,peptide,2
PDB-CPX-149947,7gvr,1,peptide,2
PDB-CPX-149947,7gvs,1,peptide,2
PDB-CPX-149947,7gvt,1,peptide,2
PDB-CPX-149947,7gvu,1,peptide,2
PDB-CPX-149947,7gvv,1,peptide,2
PDB-CPX-149947,7gvw,1,peptide,2
PDB-CPX-149947,7gvx,1,peptide,2
PDB-CPX-149947,7gvy,1,peptide,2
PDB-CPX-149947,7gvz,1,peptide,2
PDB-CPX-149947,7gw0,1,peptide,2
PDB-CPX-149947,7gw1,1,peptide,2
PDB-CPX-149947,7gw2,1,peptide,2
PDB-CPX-149947,7gw3,1,peptide,2
PDB-CPX-149947,7gw4,1,peptide,2
PDB-CPX-149947,7gw5,1,peptide,2
PDB-CPX-149947,7gw6,1,peptide,2
PDB-CPX-149947,7gw7,1,peptide,2
PDB-CPX-149947,7gw8,1,peptide,2
PDB-CPX-149947,7gw9,1,peptide,2
PDB-CPX-149947,7gwa,1,peptide,2
PDB-CPX-149947,7gwb,1,peptide,2
PDB-CPX-149947,7gwc,1,peptide,2
PDB-CPX-149947,7gwd,1,peptide,2
PDB-CPX-149947,7gwe,1,peptide,2
PDB-CPX-149947,7gwf,1,peptide,2
PDB-CPX-149947,7gwg,1,peptide,2
PDB-CPX-149947,7gwh,1,peptide,2
PDB-CPX-149947,7gwi,1,peptide,2
PDB-CPX-149947,7gwj,1,peptide,2
PDB-CPX-149947,7gwk,1,peptide,2
PDB-CPX-149947,7gwl,1,peptide,2
PDB-CPX-149947,7gwm,1,peptide,2
PDB-CPX-149947,7gwn,1,peptide,2
PDB-CPX-149947,7gwo,1,peptide,2
PDB-CPX-149947,7gwp,1,peptide,2
PDB-CPX-149947,7gwq,1,peptide,2
PDB-CPX-149947,7gwr,1,peptide,2
PDB-CPX-149947,7gws,1,peptide,2
PDB-CPX-149947,7gwt,1,peptide,2
PDB-CPX-149947,7gwu,1,peptide,2
PDB-CPX-149947,7gwv,1,peptide,2
PDB-CPX-149947,7gww,1,peptide,2
PDB-CPX-149947,7gwx,1,peptide,2
PDB-CPX-149947,7gwy,1,peptide,2
PDB-CPX-149947,7gwz,1,peptide,2
PDB-CPX-149947,7gx0,1,peptide,2
PDB-CPX-149947,7gx1,1,peptide,2
PDB-CPX-149947,7gx2,1,peptide,2
PDB-CPX-149947,7gx3,1,peptide,2
PDB-CPX-149947,7gx4,1,peptide,2
PDB-CPX-149947,7gx5,1,peptide,2
PDB-CPX-149947,7gx6,1,peptide,2
PDB-CPX-149947,7gx7,1,peptide,2
PDB-CPX-149947,7gx8,1,peptide,2
PDB-CPX-149947,7gx9,1,peptide,2
PDB-CPX-149947,7gxa,1,peptide,2
PDB-CPX-149947,7gxb,1,peptide,2
PDB-CPX-149947,7gxc,1,peptide,2
PDB-CPX-149947,7gxd,1,peptide,2
PDB-CPX-149947,7gxe,1,peptide,2
PDB-CPX-149947,7gxf,1,peptide,2
PDB-CPX-149947,7gxg,1,peptide,2
PDB-CPX-149947,7gxh,1,peptide,2
PDB-CPX-149947,7gxi,1,peptide,2
PDB-CPX-149947,7gxj,1,peptide,2
PDB-CPX-149947,7gxk,1,peptide,2
PDB-CPX-149947,7gxl,1,peptide,2
PDB-CPX-149947,7gxm,1,peptide,2
PDB-CPX-149947,7gxn,1,peptide,2
PDB-CPX-149947,7gxo,1,peptide,2
PDB-CPX-149947,7gxp,1,peptide,2
PDB-CPX-149947,7gxq,1,peptide,2
PDB-CPX-149947,7gxr,1,peptide,2
PDB-CPX-149947,7gxs,1,peptide,2
PDB-CPX-149947,7gxt,1,peptide,2
PDB-CPX-149947,7gxu,1,peptide,2
PDB-CPX-149947,7gxv,1,peptide,2
PDB-CPX-149947,7gxw,1,peptide,2
PDB-CPX-149947,7gxx,1,peptide,2
PDB-CPX-149947,7gxy,1,peptide,2
PDB-CPX-149947,7gxz,1,peptide,2
PDB-CPX-149947,7gy0,1,peptide,2
PDB-CPX-149947,7gy1,1,peptide,2
PDB-CPX-149947,7gy2,1,peptide,2
PDB-CPX-149947,7gy3,1,peptide,2
PDB-CPX-149947,7oke,1,peptide,2
PDB-CPX-149947,7okf,1,peptide,2
PDB-CPX-149947,7okg,1,peptide,2
PDB-CPX-149947,7okh,1,peptide,2
PDB-CPX-149947,7oki,1,peptide,2
PDB-CPX-149947,7okj,1,peptide,2
PDB-CPX-149947,7okk,1,peptide,2
PDB-CPX-149947,7okl,1,peptide,2
PDB-CPX-149947,7okm,1,peptide,2
PDB-CPX-149947,7q7s,1,peptide,2
PDB-CPX-149947,7q7t,1,peptide,2
PDB-CPX-149947,7zwn,1,peptide,4
PDB-CPX-149947,7zwo,1,peptide,2
PDB-CPX-149947,7zwp,1,peptide,2
PDB-CPX-149947,7zwr,1,peptide,2
PDB-CPX-149947,7zws,1,peptide,2
PDB-CPX-149947,7zwu,1,peptide,2
PDB-CPX-149947,7zwv,1,peptide,2
PDB-CPX-149947,7zwx,1,peptide,2
PDB-CPX-149947,7zwy,1,peptide,2
PDB-CPX-149947,7zwz,1,peptide,2
PDB-CPX-149956,7pao,1,tRNA,2
PDB-CPX-149956,7paq,1,tRNA,2
PDB-CPX-149956,7par,1,tRNA,2
PDB-CPX-149956,7pib,1,tRNA,2
PDB-CPX-149956,7pis,1,tRNA,2
PDB-CPX-149956,7pit,1,tRNA,2
PDB-CPX-149957,8p8v,1,tRNA,3
PDB-CPX-149958,8p7x,1,tRNA,3
PDB-CPX-149958,8p7x,1,mRNA,1
PDB-CPX-149959,7p6z,1,tRNA,1
PDB-CPX-149959,7p6z,1,mRNA,1
PDB-CPX-149959,7p6z,1,peptide,1
PDB-CPX-149959,7pah,1,tRNA,2
PDB-CPX-149959,7pai,1,tRNA,1
PDB-CPX-149959,7pal,1,tRNA,2
PDB-CPX-149959,7pal,1,mRNA,1
PDB-CPX-149959,7pal,1,peptide,1
